frequency,date
220,16/10/19
228,17/10/19
228,18/10/19
228,19/10/19
228,20/10/19
228,21/10/19
229,22/10/19
247,23/10/19
253,24/10/19
260,25/10/19
263,26/10/19
263,27/10/19
263,28/10/19
265,29/10/19
267,30/10/19
268,31/10/19
271,1/11/19
271,2/11/19
271,3/11/19
271,4/11/19
271,5/11/19
271,6/11/19
271,7/11/19
271,8/11/19
271,9/11/19
274,10/11/19
274,11/11/19
275,12/11/19
276,13/11/19
276,14/11/19
276,15/11/19
276,16/11/19
278,17/11/19
279,18/11/19
283,19/11/19
297,20/11/19
300,21/11/19
300,22/11/19
310,23/11/19
392,24/11/19
445,25/11/19
552,26/11/19
692,27/11/19
692,28/11/19
707,29/11/19
730,30/11/19
826,1/12/19
832,2/12/19
832,3/12/19
834,4/12/19
835,5/12/19
839,6/12/19
851,7/12/19
883,8/12/19
917,9/12/19
983,10/12/19
1159,11/12/19
1223,12/12/19
1224,13/12/19
1232,14/12/19
1239,15/12/19
1263,16/12/19
1267,17/12/19
1311,18/12/19
1412,19/12/19
1483,20/12/19
1589,21/12/19
2035,22/12/19
2249,23/12/19
2480,24/12/19
2506,25/12/19
2590,26/12/19
2766,27/12/19
2986,28/12/19
3113,29/12/19
3118,30/12/19
3496,31/12/19
