City1,City2,Passenger_Load_Factor,Year,Month_num,Dep_Long,Dep_Lat
BALLINA,SYDNEY,78.5,2019,6,153.56541399999998,-28.86414000000001
BALLINA,SYDNEY,81.1,2019,7,153.56541399999998,-28.86414000000001
BALLINA,SYDNEY,81.2,2019,8,153.56541399999998,-28.86414000000001
BALLINA,SYDNEY,84.3,2019,9,153.56541399999998,-28.86414000000001
BALLINA,SYDNEY,89.0,2019,10,153.56541399999998,-28.86414000000001
BALLINA,SYDNEY,88.5,2019,11,153.56541399999998,-28.86414000000001
BALLINA,SYDNEY,85.3,2019,12,153.56541399999998,-28.86414000000001
SYDNEY,TAMWORTH,57.9,2019,1,151.205475,-33.861481
SYDNEY,TAMWORTH,59.3,2019,2,151.205475,-33.861481
SYDNEY,TAMWORTH,65.1,2019,3,151.205475,-33.861481
SYDNEY,TAMWORTH,64.8,2019,4,151.205475,-33.861481
SYDNEY,TAMWORTH,65.8,2019,5,151.205475,-33.861481
SYDNEY,TAMWORTH,66.1,2019,6,151.205475,-33.861481
SYDNEY,TAMWORTH,60.9,2019,7,151.205475,-33.861481
SYDNEY,TAMWORTH,67.4,2019,8,151.205475,-33.861481
SYDNEY,TAMWORTH,71.1,2019,9,151.205475,-33.861481
SYDNEY,TAMWORTH,67.2,2019,10,151.205475,-33.861481
SYDNEY,TAMWORTH,70.4,2019,11,151.205475,-33.861481
SYDNEY,TAMWORTH,64.4,2019,12,151.205475,-33.861481
SYDNEY,TOWNSVILLE,78.4,2019,1,151.205475,-33.861481
SYDNEY,TOWNSVILLE,66.3,2019,2,151.205475,-33.861481
SYDNEY,TOWNSVILLE,78.6,2019,3,151.205475,-33.861481
SYDNEY,TOWNSVILLE,82.0,2019,4,151.205475,-33.861481
SYDNEY,TOWNSVILLE,74.1,2019,5,151.205475,-33.861481
SYDNEY,TOWNSVILLE,81.8,2019,6,151.205475,-33.861481
SYDNEY,TOWNSVILLE,86.9,2019,7,151.205475,-33.861481
SYDNEY,TOWNSVILLE,82.1,2019,8,151.205475,-33.861481
SYDNEY,TOWNSVILLE,83.2,2019,9,151.205475,-33.861481
SYDNEY,TOWNSVILLE,85.7,2019,10,151.205475,-33.861481
SYDNEY,TOWNSVILLE,80.1,2019,11,151.205475,-33.861481
SYDNEY,TOWNSVILLE,83.6,2019,12,151.205475,-33.861481
SYDNEY,WAGGA WAGGA,66.2,2019,1,151.205475,-33.861481
SYDNEY,WAGGA WAGGA,62.8,2019,2,151.205475,-33.861481
SYDNEY,WAGGA WAGGA,65.2,2019,3,151.205475,-33.861481
SYDNEY,WAGGA WAGGA,66.8,2019,4,151.205475,-33.861481
SYDNEY,WAGGA WAGGA,66.8,2019,5,151.205475,-33.861481
SYDNEY,WAGGA WAGGA,67.2,2019,6,151.205475,-33.861481
SYDNEY,WAGGA WAGGA,62.5,2019,7,151.205475,-33.861481
SYDNEY,WAGGA WAGGA,68.7,2019,8,151.205475,-33.861481
SYDNEY,WAGGA WAGGA,67.9,2019,9,151.205475,-33.861481
SYDNEY,WAGGA WAGGA,68.5,2019,10,151.205475,-33.861481
SYDNEY,WAGGA WAGGA,69.2,2019,11,151.205475,-33.861481
SYDNEY,WAGGA WAGGA,69.8,2019,12,151.205475,-33.861481
